track_id,track_name,lyrics
72147472,Doughnut Hole,いつからこんなに大きな思い出せない記憶があったかどうにも憶えてないのをひとつ確かに憶えてるんだなもう一回何回やったって思い出すのはその顔だそれでもあなたがなんだか思い出せないままでいるんだな環状線は地球儀を巡り巡って朝日を追うのにレールの要らない僕らは望み好んで夜を追うんだなもう一回何万回やって思い出すのはその顔だ瞼に乗った淡い雨聞こえないまま死んだ暗い声何も知らないままでいるのがあなたを傷つけてはしないかそれで今も眠れないのをあなたが知れば笑うだろうか簡単な感情ばっか数えていたらあなたがくれた体温まで忘れてしまった
139531129,Haiirotoao,袖丈が覚束ない夏の終わり明け方の電車に揺られて思い出した懐かしいあの風景たくさんの遠回りを繰り返して同じような街並みがただ通り過ぎた窓に僕が映ってる君は今もあの頃みたいにいるのだろうかひしゃげて曲がったあの自転車で走り回った馬鹿ばかしい綱渡り膝に滲んだ血今はなんだかひどく虚しいどれだけ背丈が変わろうとも変わらない何かがありますようにくだらない面影に励まされ今も歌う今も歌う今も歌う忙しなく街を走るタクシーに
84188459,Saijyouei,ここは劇場街いくつもの映画を只ひたすら映しだす退屈な街光ばかり目立つ壁一面の広告の中で僕はそのひとつを選びきれず突っ立ったままいる繰り返し思い耽けてやっと何か見つけて辿り着いたところでそれは子供のころに観たものの只の再上映「そんな歌でも僕は歌うさ何度でも繰り返しその答えを
84188464,Neon Sign,探し求めた感情がどこにも見つからず途方に暮れた正午に変わっちゃった二人が分かち合うことなどあり得ないと気づいた遠いあの日の思い出じゃ僕らは友達笑い合って過ごしていたどうしてそれがこんなにも違う言葉で歌い傷つけあってしまうのか確かめ合って誓い合って作り上げたのに崩れに崩れたバベルの塔僕らはどうかこれ以上は悲しまないように別々に歩き出した
139531122,Moonlight,あなたこそが地獄の始まりだと思わなければ説明がつかない心根だけじゃ上手く鍵が刺さらない愛し合いたい意味になりたいどこへ行ってもアウトサイダー夜通し読んだハンターハンター本物なんて一つもないでも心地いい文化祭の支度みたいにダイナマイトを作ってみようぜ本物なんて一つもないムーンライト爪が伸び放題使う予定もない差し出されたレーズンパイオールライト「自分の思うようにあるがままでいなさい」ありがとうでもお腹いっぱい
84188465,Metronome,初めから僕ら出会うと決まってたならばどうだろうなそしたらこんな日がくることも同じように決まっていたのかなずっと叶わない思いばかりを募らせていては互いに傷つけ合って責め立て合ったただ想ってただなんて言い訳もできずに去り行く裾さえ掴めないでいた弱かった僕だ今日がどんな日でも何をしていようとも僕はあなたを探してしまうだろう
31103798,サンタマリア,掌をふたつ重ねたあいだ一枚の硝子で隔てられていたここは面会室あなたと僕は決してひとつになりあえないそのままで話をしている今呪いにかけられたままふたりでいくつも嘘をついて歩いていくのだろうかしとやかに重たい沈黙と優しさが見開いた目とその目を繋いでいたあなたは少し笑ったサンタマリア何も言わないさ惑うだけの言葉で満たすくらいならば様々な幸せを砕いて祈り疲れ漸くあなたに会えたのだから一緒にいこうあの光の方へ
143449584,眼福,何にも役に立たないことばかり教えて欲しいやあなたのそのくだらない話を灯りの麓で今だけ全て見えない聞こえないふりして笑おうか何にも役に立たないことばかり教えて欲しいやきっとあなたと私はいつまでも一緒にいられない何か食べようかここで話をしようか「そんじゃまたね明日ね」そんな風に今日を終えども明日なんて見たこともないのにさ随分あっけらかんとしてるわ望むのは簡単だ
143449587,百鬼夜行,ちゃんちゃらおかしな出で立ちでまた酒呑み呷れど日は暮れずつまらん顔して街を行くほらあれこれ言うては酔い散らすいやどだいもどだいに面倒でおかしな飲ん兵衛だオンボロ錦の更紗模様その洒落たお顔には金魚の絵腰やら股やら働かせまたお手軽欲望貪れば今どこへも聞こえる声出した私さみしいの呼ばれて飛び出てこの世に参上皆様よろしくどうぞ楽しくなったり哀しくなったり忙しのない日ばかりだ帳を上げろや昼行灯ほらここらでおひとつどうだ我らは現代の妖怪だ!あぁ頓珍漢なことばかりまだ信じている狸の背中に火を灯せばほうあんあんぱっぱらぱの行進やってやれほら
47010798,心像放映,心像放映私に心を見せてくれ心像放映火星の果てから声がする心像放映映像を夢に注いでくれ心像放映太陽も青く塗りつぶしたきっとまたあなたは優しくなって私に花を贈るのだろうそれでも私はさびしくてまた涙を裂いて笑うのだ凛と澄む心が一人になって
